,PIR_364mg.kg_5d_NN_OG_Rep1,PIR_364mg.kg_5d_NN_OG_Rep2,PIR_364mg.kg_5d_NN_OG_Rep3,Control_0_5d_NN_OG_Rep1,Control_0_5d_NN_OG_Rep6,Control_0_5d_NN_OG_Rep3
ENSRNOG00000011155,12.03,5,11.01,23.87,22.03,11.03
ENSRNOG00000011156,69,92,48,3,9,6
ENSRNOG00000011157,1970,2050,1763,8226,7267,5741
ENSRNOG00000011158,252,280,230,871,690,624
ENSRNOG00000011160,0,0,0,2,0,2
ENSRNOG00000011161,15,68,66,65,194,139
ENSRNOG00000011162,78,73,65,559,486,333
ENSRNOG00000011164,197.46,189.94,155.23,458.83,501.03,337.67
ENSRNOG00000011165,0,0,0,0,0,1
ENSRNOG00000011167,56,72,50,238,140,118
ENSRNOG00000011168,578,362,349,1963,1253,1057
ENSRNOG00000011170,1,4.4,5.25,11.27,20.07,7.32
ENSRNOG00000011171,1,0,0,9,3,1
ENSRNOG00000011174,0,0,0,0,1,1
ENSRNOG00000011175,1949.82,2103.1,1789.73,6371.42,5825.54,4533.29
ENSRNOG00000011177,0,0,0,1,0,0
ENSRNOG00000011178,0,0,0,1,1,1
ENSRNOG00000011180,5,3,1,10,4,1
ENSRNOG00000011181,1,13,11,23,39,25
ENSRNOG00000011182,0,0,0,0,0,0
ENSRNOG00000011184,359,357,218,1657,1971,1761
ENSRNOG00000011189,392,426,322,1499,1658,1384
ENSRNOG00000011191,0,0,0,0,0,0
ENSRNOG00000011193,1,4,5,10,18,8
ENSRNOG00000011194,866,890,883,2262,2383,1686
ENSRNOG00000011195,121,168,139,396,376,242
ENSRNOG00000011196,0,0,0,0,0,0
ENSRNOG00000011199,40,49,42,274,267,202
ENSRNOG00000011200,18000.29,12089.77,13553.08,86214.72,110804.03,100064.22
ENSRNOG00000011201,359,363,290,578,526,388
ENSRNOG00000011202,0,0,0,0,0,0
ENSRNOG00000011203,233,252,193,644,781,439
ENSRNOG00000011205,5,0,4,42,24,17
ENSRNOG00000011207,0,0,0,0,0,0
ENSRNOG00000011208,1,1,2,4,3,1
ENSRNOG00000011211,1,2,1,1,2,4
ENSRNOG00000011213,48,46,48,171,86,69
ENSRNOG00000011214,134,118,119,338,280,198
ENSRNOG00000011216,1241,1563,1403,3168,3119,2586
ENSRNOG00000011222,209,270,130,891,864,532
ENSRNOG00000011225,4.25,2.04,0,20.63,8.62,3.26
ENSRNOG00000011226,108,150,94,252,206.78,159
ENSRNOG00000011227,2,6,3,27,30,24
ENSRNOG00000011228,19,12,17,279,96,74
ENSRNOG00000011231,0,0,1,1,1,2
ENSRNOG00000011234,2.73,0,0,2.96,4.4,1.58
ENSRNOG00000011237,349,304,295,1085,917,650
ENSRNOG00000011238,164,183,138,501,422,294
ENSRNOG00000011239,0,0,0,0,0,0
ENSRNOG00000011241,65,52,44,253,217,135
ENSRNOG00000011243,0,0,0,0,0,0
ENSRNOG00000011245,107,119,131,379,339,238
ENSRNOG00000011250,41,27,6,76,592,253
ENSRNOG00000011251,0,0,0,0,0,0
ENSRNOG00000011253,8,8,11,5,5,4
ENSRNOG00000011254,27,29,37,98,85,51
ENSRNOG00000011258,2400,2599,2206,8651,8634,6140
ENSRNOG00000011260,2256,3650,3142,3715,3188,3571
ENSRNOG00000011261,170,200,181,622,516,486
ENSRNOG00000011262,153,134,104,556,484,328
ENSRNOG00000011263,5,5,4,20,13,10
ENSRNOG00000011268,0,0,0,0,1,0
ENSRNOG00000011269,4546.74,6486.68,4917.73,17367.29,15217.09,11112.59
ENSRNOG00000011271,90,158,133,641,397,326
ENSRNOG00000011276,212,253,192,668,541,592
ENSRNOG00000011277,0,0,0,0,0,0
ENSRNOG00000011278,118,141,136,446,375,245
ENSRNOG00000011279,15,3,12,34,38,33
ENSRNOG00000011280,24,13,11,110,155,100
ENSRNOG00000011282,1098,1190,1059,3604,3597,2727
ENSRNOG00000011283,33,30,37,83,94,84
ENSRNOG00000011284,105,96,78,425,291,302
ENSRNOG00000011285,0,0,0,0,0,0
ENSRNOG00000011287,644.12,624.27,573.09,2183.48,1851.49,1378.85
ENSRNOG00000011290,11,4,6,26,6,15
ENSRNOG00000011292,266.19,183.83,92.43,935.41,890.5,463.86
ENSRNOG00000011293,100,82,86,243,190,154
ENSRNOG00000011294,547,568,547,1921,1626,1165
ENSRNOG00000011295,453,401,398,1296,1047,771
ENSRNOG00000011296,22,14,16,60,60,43
ENSRNOG00000011300,28,35,20,464,406,275
ENSRNOG00000011302,746.78,746,560.25,2226,2196,1687.81
ENSRNOG00000011304,0,0,0,0,0,0
ENSRNOG00000011305,0,0,0,0,1,0
ENSRNOG00000011306,0,0,0,0,0,0
ENSRNOG00000011307,548,588,515,1994,1820,1555
ENSRNOG00000011308,297,318,233,1027,967,737
ENSRNOG00000011310,0,1,0,1,2,1
ENSRNOG00000011311,104,99,78,281,272,204
ENSRNOG00000011313,2,0,2,4,5,0
ENSRNOG00000011315,388,405,312,1083,980,761
ENSRNOG00000011316,11,14,14,127,84,99
ENSRNOG00000011317,464,427,383,1437,1449,1121
ENSRNOG00000011320,1,0,0,0,0,0
ENSRNOG00000011321,13,18,27,131,93,73
ENSRNOG00000011323,0,0,0,0,0,0
ENSRNOG00000011329,102.22,70.52,86.61,1121.77,531.12,345.71
ENSRNOG00000011330,1018.64,1047,721,1283.03,800.88,588.73
ENSRNOG00000011332,9.48,7.64,2.6,42.8,24.63,14.06
ENSRNOG00000011334,34,41,44,127,99,53
ENSRNOG00000011335,0,0,0,0,0,0
ENSRNOG00000011338,231,218,162,595,705,466
ENSRNOG00000011339,262,233,257,1006,875,710
ENSRNOG00000011340,419.79,498.47,368.19,1479.32,1753.31,1411.71
ENSRNOG00000011341,60,91,106,395,245,280
ENSRNOG00000011342,0,0,2,0,1,1
ENSRNOG00000011346,27,58,39,142,142,99
ENSRNOG00000011348,198,217,211,736,717,357
ENSRNOG00000011351,17964,18170,18438,75206,62163,53932
ENSRNOG00000011352,3403,3517,2751,14133,12714,9108
ENSRNOG00000011353,1,0,0,3,2,0
ENSRNOG00000011357,9,3,8,16,11,15
ENSRNOG00000011358,428,549,564,1493,1094,927
ENSRNOG00000011360,10,45,24,134,83,95
ENSRNOG00000011361,1647,1382,1345,8470,6672,5484
ENSRNOG00000011363,27,25,16,193,127,45
ENSRNOG00000011366,287,286,220,1045,803,632
ENSRNOG00000011367,68,79,55,317,238,289
ENSRNOG00000011369,0,0,0,0,0,0
ENSRNOG00000011373,189,129,116,622,482,346
ENSRNOG00000011374,0,0,0,0,0,0
ENSRNOG00000011375,315,335,241,1121,1054,786
ENSRNOG00000011376,35.02,34.01,33.01,67.02,44.02,42.01
ENSRNOG00000011377,88,94,98,351,256,160
ENSRNOG00000011379,149,129,134,523,437,315
ENSRNOG00000011381,10,7,9,189,117,67
ENSRNOG00000011382,346,324,357,1087,1139,805
ENSRNOG00000011383,510,547,474,1048,1105,793
ENSRNOG00000011384,250,232,219,520,606,366
ENSRNOG00000011387,150,128,133,644,465,310
ENSRNOG00000011391,183,169,144,652,523,404
ENSRNOG00000011394,6,4,3,27,26,15
ENSRNOG00000011397,0,0,0,0,0,0
ENSRNOG00000011398,107,89,96,199,152,115
ENSRNOG00000011399,0,0,0,6.82,0,2.68
ENSRNOG00000011400,0,0,0,0,0,1
ENSRNOG00000011401,3,4,4,5,9,11
ENSRNOG00000011402,114.35,106.36,103.24,355.01,263.05,195.91
ENSRNOG00000011404,706.19,818.78,654.35,849.88,1065.17,858.84
ENSRNOG00000011406,6,10,4,53,29,30
ENSRNOG00000011407,3,4,8,48,54,25
ENSRNOG00000011411,69,80,76,235,256,168
ENSRNOG00000011413,11102,12331,11335,43649,37859,30779
ENSRNOG00000011414,1175,1223,1112,3331,3376,2514
ENSRNOG00000011416,65,64,67,235,201,166
ENSRNOG00000011417,642,734,513,2081,1975,1493
ENSRNOG00000011419,9226.98,10645.99,9400.99,31162.98,31628.98,27434.99
ENSRNOG00000011420,45,47,37,112,182,147
ENSRNOG00000011421,541,475,358,2306,1949,1517
ENSRNOG00000011422,200.09,217.39,200.2,550.43,576.27,512.57
ENSRNOG00000011423,0,0,0,0,0,0
ENSRNOG00000011424,3,0,1,2,4,4
ENSRNOG00000011425,685,643,633,3467,2855,1848
ENSRNOG00000011427,12,3,7,17,9,10
ENSRNOG00000011429,0,0,0,0,0,0
ENSRNOG00000011431,36,18,25,100,131,163
ENSRNOG00000011435,7,4,6,25,20,18
ENSRNOG00000011438,0,0,0,1,1,0
ENSRNOG00000011439,34,50,37,244,231,161
ENSRNOG00000011440,35,41,40,135,92,87
ENSRNOG00000011441,282,272,296,838,662,494
ENSRNOG00000011445,4,9,6,2,3,2
ENSRNOG00000011446,208,163,95,561,652,336
ENSRNOG00000011448,140,127,114,527,503,407
ENSRNOG00000011451,662.97,463,403.99,3884.69,4003.77,2531.86
ENSRNOG00000011452,8,6,2,17,12,8
ENSRNOG00000011453,2,0,1,5,8,6
ENSRNOG00000011454,236,171,181,642,775,485
ENSRNOG00000011455,28,29,21,101,88,73
ENSRNOG00000011457,0,0,0,0,0,0
ENSRNOG00000011459,69,57,51,373,236,159
ENSRNOG00000011460,16,16,48,95,60,22
ENSRNOG00000011461,507,462,435,1221,1173,806
ENSRNOG00000011463,831,814,778,1970,1832,1456
ENSRNOG00000011467,111,145,89,412,346,251
ENSRNOG00000011470,127,156,127,586,469,361
ENSRNOG00000011471,2,0,2,2,0,0
ENSRNOG00000011472,0,0,0,0,0,0
ENSRNOG00000011474,752,1160,623,6521,16984,9881
ENSRNOG00000011475,3,1,5,35,54,45
ENSRNOG00000011476,119,102,112,323,359,208
ENSRNOG00000011478,138,115,140,393,296,249
ENSRNOG00000011480,126,132,129,291,261,214
ENSRNOG00000011483,3,8,11,57,27,45
ENSRNOG00000011484,2.01,0,1.75,2.01,1.04,1
ENSRNOG00000011488,60,55,52,167,175,135
ENSRNOG00000011489,428,335.91,328,1726.76,1766,1374
ENSRNOG00000011490,338,344,350,1919,1734,968
ENSRNOG00000011491,646,634,734,1911,1642,1181
ENSRNOG00000011492,27,32,39,131,127,91
ENSRNOG00000011494,939.22,988.94,990.58,1761.65,1729.6,1201.88
ENSRNOG00000011497,82,101,38,754,752,298
ENSRNOG00000011498,258,216,189,601,454,450
ENSRNOG00000011500,0,5,2,57,22,22
ENSRNOG00000011501,353,365,326,1688,1281,1025
ENSRNOG00000011502,0,0,0,2,2,0
ENSRNOG00000011503,165,103,101,568,560,371
ENSRNOG00000011504,297.92,326.97,281,767.95,899.76,744.58
ENSRNOG00000011507,157,149,130,361,323,224
ENSRNOG00000011508,0,1,0,1,0,1
ENSRNOG00000011509,74,90,87,231,220,155
ENSRNOG00000011511,278,301,325,494,460,421
ENSRNOG00000011513,75,110,76,419,375,265
ENSRNOG00000011517,32,27,24,163,100,72
ENSRNOG00000011518,0,2,0,0,0,0
ENSRNOG00000011519,234,245,190,416,402,297
ENSRNOG00000011521,10,6,10,40,44,27
ENSRNOG00000011523,598,650,518,2072,1707,1367
ENSRNOG00000011526,278,311,248,1721,1730,1077
ENSRNOG00000011527,76.64,85.19,52.92,199.59,217.94,81.01
ENSRNOG00000011528,197,215,199,648,594,522
ENSRNOG00000011530,34,19,12,32,27,26
ENSRNOG00000011533,0,0,1,2,0,1
ENSRNOG00000011535,1438,1578,1279,5039,4677,4010
ENSRNOG00000011540,215,225,169,591,548,471
ENSRNOG00000011541,52,38,43,291,209,136
ENSRNOG00000011542,96.71,134.23,112.17,359.58,452.24,305.01
ENSRNOG00000011543,82,82,80,258,233,210
ENSRNOG00000011544,179.29,143.52,168.6,602.07,538.97,399.56
ENSRNOG00000011548,0,0,0,0,0,0
ENSRNOG00000011550,2,4,4,35,17,19
ENSRNOG00000011552,99,132,85,499,464,325
ENSRNOG00000011553,169.07,205.32,159.51,515.84,525.97,402.25
ENSRNOG00000011555,275,322,247,652,672,448
ENSRNOG00000011557,1,3,3,54,13,22
ENSRNOG00000011559,787,746,538,2716,2031,1918
ENSRNOG00000011560,339,331,291,1032,1023,738
ENSRNOG00000011561,562,531,549,3060,2365,1671
ENSRNOG00000011562,0,0,0,0,0,2
ENSRNOG00000011563,0,0,0,0,0,0
ENSRNOG00000011566,196,174,170,512,570,412
ENSRNOG00000011567,103,106,87,278,252,188
ENSRNOG00000011568,31,31,25,207,159,165
ENSRNOG00000011572,190,215,184,707,845,551
ENSRNOG00000011573,4332,5475,4252,15530,14784,12023
ENSRNOG00000011575,0,0,0,0,0,0
ENSRNOG00000011582,81,66,25,251,207,137
ENSRNOG00000011584,125,134,108,323,259,219
ENSRNOG00000011585,0,0,0,0,0,0
ENSRNOG00000011586,429,507,412,1754,1161,862
ENSRNOG00000011588,161,167,141,537,510,331
ENSRNOG00000011589,36,37,39,318,197,117
ENSRNOG00000011591,1,1,0,0,1,0
ENSRNOG00000011592,815,736,702,3355,2546,1669
ENSRNOG00000011593,8,7,6,27,22,10
ENSRNOG00000011595,11,18,14,34,23,14
ENSRNOG00000011598,1,0,0,9,1,0
ENSRNOG00000011599,960,1029,934,2809,4399,3026
ENSRNOG00000011603,146,148,134,330,352,298
ENSRNOG00000011606,5.05,10.1,5.11,16.15,18.33,13.16
ENSRNOG00000011611,367,328,286,1128,926,793
ENSRNOG00000011612,10707,9367,8533,29996,16890,17042
ENSRNOG00000011613,829,981,755,2597,2157,1968
ENSRNOG00000011614,145,129,110,470,651,588
ENSRNOG00000011615,0,0,0,0,0,0
ENSRNOG00000011616,0,0,0,1,0,0
ENSRNOG00000011617,132,179,119,419,376,310
ENSRNOG00000011618,139,135,96,391,481,313
ENSRNOG00000011619,44,50,56,397,205,216
ENSRNOG00000011621,397.82,383.34,409.97,1425.41,1694.52,1191.07
ENSRNOG00000011622,440,509,348,720,857,574
ENSRNOG00000011623,0,0,1,1,0,0
ENSRNOG00000011624,2,0,1,1,1,2
ENSRNOG00000011625,207,213,240,730,600,539
ENSRNOG00000011627,661,691,623,1853,2010,1325
ENSRNOG00000011628,0,0,0,0,0,0
ENSRNOG00000011631,0,2,0,4,4,7
ENSRNOG00000011632,1682,1963,1746,3739,3597,2742
ENSRNOG00000011634,9,10,9,36,47,24
ENSRNOG00000011635,2,10,1,248,8,27
ENSRNOG00000011636,363,330,342,999,863,700
ENSRNOG00000011637,5.86,1.79,7.35,17.22,13.01,14.01
ENSRNOG00000011639,130.93,101.68,138.49,261.16,222.03,171.75
ENSRNOG00000011640,0,0,0,0,0,0
ENSRNOG00000011642,0,0,0,0,0,0
ENSRNOG00000011644,2,0,4,17,6,1
ENSRNOG00000011645,44.66,46.91,54.26,200.47,148.76,102.72
ENSRNOG00000011646,16,10,8,56,26,19
ENSRNOG00000011647,26,15,18,93,86,40
ENSRNOG00000011648,149,131,130,499,557,618
ENSRNOG00000011649,1,4,5,50,49,31
ENSRNOG00000011652,795,679,481,4097,3553,2235
ENSRNOG00000011653,924,914,858,2914,2431,1884
ENSRNOG00000011654,38,23,13,71,65,57
ENSRNOG00000011655,280,245,248,853,791,730
ENSRNOG00000011657,0,0,0,0,0,0
ENSRNOG00000011658,46,69,41,210,189,121
ENSRNOG00000011659,1,1,0,3,2,1
ENSRNOG00000011661,394,376,376,1439,1425,934
ENSRNOG00000011663,219,191,170,537,528,379
ENSRNOG00000011667,303,345,293,1332,1155,773
ENSRNOG00000011668,79,133,106,1301,1669,1339
ENSRNOG00000011669,55,52,67,163,132,119
ENSRNOG00000011671,1,0,1,3,0,2
ENSRNOG00000011672,0,0,0,4,3,4
ENSRNOG00000011675,13,28,28,40,27,32
ENSRNOG00000011677,59,72,55.49,234.83,248,176.08
ENSRNOG00000011678,202.93,213.86,199.65,716.94,621.25,479.39
ENSRNOG00000011680,24,28,21,166,102,99
ENSRNOG00000011683,28,19,16,224,138,101
ENSRNOG00000011684,509,469,410,1487,1646,1016
ENSRNOG00000011688,2,3,0,3,7,1
ENSRNOG00000011690,563,525.22,482.8,1534.58,1241.63,1085.86
ENSRNOG00000011692,0,0,0,0,0,0
ENSRNOG00000011696,270,375,418,1393,1203,1241
ENSRNOG00000011697,1,2,2,13,15,10
ENSRNOG00000011700,71,77,73,657,434,397
ENSRNOG00000011702,4.21,2.09,0,7.77,1.09,2.18
ENSRNOG00000011704,154,207,114,554,560,372
ENSRNOG00000011705,0,0,0,2,0,1
ENSRNOG00000011706,1128,1073,989,7224,7858,5680
ENSRNOG00000011709,488,432,441,1668,1561,1353
ENSRNOG00000011713,56,74,48,208,222,154
ENSRNOG00000011714,71,60,65,245,181,112
ENSRNOG00000011715,10.78,6.56,10.91,20.88,23.51,12.73
ENSRNOG00000011716,1,4,2,6,11,7
ENSRNOG00000011718,481,413,492,5552,4031,1623
ENSRNOG00000011719,0,2,1,1,1,1
ENSRNOG00000011720,63,72,74,343,242,228
ENSRNOG00000011723,1,2,2,10,19,12
ENSRNOG00000011726,0,0,0,0,0,0
ENSRNOG00000011728,604,566,529,1916,1711,1208
ENSRNOG00000011729,2,1,0,1,1,1
ENSRNOG00000011732,1703,1630,1506,3041,3006,2327
ENSRNOG00000011739,483,583,495,2832,2262,1958
ENSRNOG00000011740,130,129,134,358,334,245
ENSRNOG00000011745,1082,1070,1018,2511,2365,1860
ENSRNOG00000011747,2227,2277,2048,7511,7956,5174
ENSRNOG00000011748,0,0,0,0,0,0
ENSRNOG00000011750,16,21,19,44,37,38
ENSRNOG00000011751,109,115,108,392,299,231
ENSRNOG00000011752,1131,1129,993,2943,2620,2038
ENSRNOG00000011753,0,0,0,0,0,0
ENSRNOG00000011754,0,1,0,2,0,1
ENSRNOG00000011756,658,699,617,1827,1593,1168
ENSRNOG00000011758,10,6,6,36,49,28
ENSRNOG00000011762,170,197,169,1126,824,637
ENSRNOG00000011763,2726,2787,2682,10837,12512,8824
ENSRNOG00000011771,2909.66,3560.63,2497.69,6626.16,11286.34,5228.93
ENSRNOG00000011774,22,5,4,36,50,20
ENSRNOG00000011775,29,24,28,164,136,115
ENSRNOG00000011777,38,21,9,87,85,65
ENSRNOG00000011778,226,253,142,834,483,485
ENSRNOG00000011781,1268.99,1342,1212,2851.95,4128.71,2346.91
ENSRNOG00000011782,7169,7543,6408,19116,19138,13793
ENSRNOG00000011784,200,204,192,807,830,659
ENSRNOG00000011785,469,489,443,1710,1425,1270
ENSRNOG00000011789,158,157,151,751,567,448
ENSRNOG00000011791,41,40,30,140,106,109
ENSRNOG00000011794,313,215,186,548,613,416
ENSRNOG00000011796,1812,1378,3031,54908,30892,23180
ENSRNOG00000011798,305,356,303,1075,956,833
ENSRNOG00000011799,41,46,40,116,112,80
ENSRNOG00000011800,5,12,5,43,18,25
ENSRNOG00000011803,0,0,0,0,0,0
ENSRNOG00000011804,399,369,361,1151,960,738
ENSRNOG00000011808,0,2,0,2,0,1
ENSRNOG00000011809,2,1,1,11,6,4
ENSRNOG00000011814,189,157.83,155,643,457.18,427
ENSRNOG00000011815,105,235,112,986,1074,2329
ENSRNOG00000011817,591,638,526,929.99,965,761
ENSRNOG00000011820,614,645,593,894,1347,959
ENSRNOG00000011821,23,6,4,39,33,37
ENSRNOG00000011823,0,0,0,0,0,1
ENSRNOG00000011824,0,0,0,0,0,0
ENSRNOG00000011825,696,712,639,1340,1440,1012
ENSRNOG00000011826,9,12,3,94,34,29
ENSRNOG00000011827,18.13,17.42,18.15,35.84,24.59,23.72
ENSRNOG00000011829,61,63,57,184,205,162
ENSRNOG00000011830,77,101,85,394,302,233
ENSRNOG00000011831,149,154,124,403,476,265
ENSRNOG00000011839,209,200,209,543,470,385
ENSRNOG00000011841,2,12,3,38,62,38
ENSRNOG00000011842,3,4,3,16,3,7
ENSRNOG00000011844,51,55,41,216,155,104
ENSRNOG00000011846,0,0,0,1,0,1
ENSRNOG00000011847,6,4,5,36,29,19
ENSRNOG00000011849,1846,2119,1897,4151,4787,3008
ENSRNOG00000011852,308,340,288,1169,1023,856
ENSRNOG00000011853,460,427,386,1293,1117,786
ENSRNOG00000011854,42,38,37,129,97,78
ENSRNOG00000011855,0,0,0,0,0,0
ENSRNOG00000011856,0,0,0,0,1,0
ENSRNOG00000011857,622,677,584,2626,2177,1765
ENSRNOG00000011858,48,107,63,75,38,46
ENSRNOG00000011859,2,5,3,27,19,19
ENSRNOG00000011861,2385,2387,2219,6669,7274,5151
ENSRNOG00000011863,12,12,13,69,28,31
ENSRNOG00000011865,109,117,72,241,195,113
ENSRNOG00000011871,369,275,346,2308,1968,1116
ENSRNOG00000011873,173,186,148,571,508,311
ENSRNOG00000011875,1309,1260,812,11572,9437,8736
ENSRNOG00000011876,371,303,308,1121,1284,842
ENSRNOG00000011879,515,629.84,578.98,3086.81,2296.75,2500
ENSRNOG00000011881,4026.6,3601.6,3338.46,17095.95,16497.83,11519
ENSRNOG00000011882,15,20,16,97,84,52
ENSRNOG00000011884,278,330,253,1128,1097,790
ENSRNOG00000011885,123,170,149,315.79,292.78,220
ENSRNOG00000011887,1325,1355,1296,5227,4726,3634
ENSRNOG00000011891,479,555,452,1962,1698,1350
ENSRNOG00000011892,0,0,2,7,9,5
ENSRNOG00000011893,3764.48,4037.04,4246.5,8155.07,8504.8,6163.31
ENSRNOG00000011895,129,130,109,378,315,225
ENSRNOG00000011901,0,0,0,2,3,3
ENSRNOG00000011904,98,95,98,227,230,174
ENSRNOG00000011905,398,349,305,852,720,619
ENSRNOG00000011907,374,364,374,2,1,0
ENSRNOG00000011908,134,143,157,508,329,355
ENSRNOG00000011909,61,49,44,168,136,106
ENSRNOG00000011910,256.58,294.5,292.67,1028.59,832.15,723.67
ENSRNOG00000011912,28,14,14,124,137,75
ENSRNOG00000011913,12433,13220,22227,138241,93155,65986
ENSRNOG00000011914,162,145,137,650,514,419
ENSRNOG00000011917,5,8,6,63,23,24
ENSRNOG00000011918,1,0,0,0,1,0
ENSRNOG00000011921,58,47,35,34,48,38
ENSRNOG00000011922,1335,1487,1233,5084,5449,3549
ENSRNOG00000011923,12,6,5,5,19,9
ENSRNOG00000011925,13,22,24,3,6,3
ENSRNOG00000011927,329,338,323,2230,1998,1529
ENSRNOG00000011929,15171,16749,13194,5643,7330,5500
ENSRNOG00000011931,269,277,218,1825,1497,1130
ENSRNOG00000011932,118,133,120,420,302,285
ENSRNOG00000011933,285,313,279,754,585,507
ENSRNOG00000011936,47,59,35,174,155,99
ENSRNOG00000011937,23,22,25,59,44,27
ENSRNOG00000011944,51,49,62,156,78,23
ENSRNOG00000011945,745,855,812,2832,2524,1800
ENSRNOG00000011946,30,43,40,210,134,81
ENSRNOG00000011947,11,11,12,198,76,48
ENSRNOG00000011949,744.71,825.85,664.79,1828.37,1788.58,1505.86
ENSRNOG00000011951,817,796,817,1959,1606,1664
ENSRNOG00000011952,865,924,791,1586,1575,1240
ENSRNOG00000011953,456,539,479,1569,1315,895
ENSRNOG00000011954,0,0,0,0,0,0
ENSRNOG00000011955,6.38,2.46,7.29,14.84,3.67,3.65
ENSRNOG00000011956,147,152,126,300,318,228
ENSRNOG00000011962,112,120,99,273,216,184
ENSRNOG00000011963,0,0,0,0,0,0
ENSRNOG00000011964,49,56,42,224,162,122
ENSRNOG00000011967,3,3,0,23,32,6
ENSRNOG00000011969,242,265,228,836,663,486
ENSRNOG00000011970,205,243,149,467,502,391
ENSRNOG00000011971,885,520,2019,61430,27023,18288
ENSRNOG00000011973,7,1,8,72,25,20
ENSRNOG00000011974,0,0,0,0,0,0
ENSRNOG00000011975,40,31,32,170,120,83
ENSRNOG00000011976,980,1098,875,520,511,320
ENSRNOG00000011977,25,17,20,118,94,70
ENSRNOG00000011979,173,189,172,615,551,447
ENSRNOG00000011980,0,0,0,0,0,0
ENSRNOG00000011981,96,84,83,304,234,114
ENSRNOG00000011984,18,21,14,73,79,56
ENSRNOG00000011986,0,1,3,3,2,3
ENSRNOG00000011987,311,310,270,1367,1234,1091
ENSRNOG00000011989,0,0,0,0,0,0
ENSRNOG00000011990,0,0,0,0,0,1
ENSRNOG00000011991,129,132,119,626,560,424
ENSRNOG00000011992,0,0,1,0,0,1
ENSRNOG00000011994,1042,1016,869,2244,2395,1772
ENSRNOG00000011997,36.88,26.43,53.04,214.59,80.61,107.29
ENSRNOG00000012001,112,129,115,382,381,266
ENSRNOG00000012002,207,181,209,1335,807,663
ENSRNOG00000012004,377,409,371,1143,1197,791
ENSRNOG00000012007,205,197,176,779,542,430
ENSRNOG00000012008,0,0,0,0,0,0
ENSRNOG00000012012,85,76,73,222,180,203
ENSRNOG00000012014,225,221,217,893,824,497
ENSRNOG00000012015,4,15,15,57,54,46
ENSRNOG00000012016,728.11,659.05,643.45,4749.34,3375.06,2719.9
ENSRNOG00000012017,184.12,209.57,161.96,977.41,795.39,741.71
ENSRNOG00000012019,7,0,2,7,14,8
ENSRNOG00000012020,59.79,105.13,51.22,263.93,262.05,152.05
ENSRNOG00000012021,189,224,188,547,562,397
ENSRNOG00000012022,0,0,0,0,0,0
ENSRNOG00000012026,858,903,820,2009,2042,1480
ENSRNOG00000012027,284,193,221,1007,892,641
ENSRNOG00000012030,14,13,4,31,36,22
ENSRNOG00000012031,0,0,0,0,1,3
ENSRNOG00000012034,131,108,90.38,154.62,99,81
ENSRNOG00000012035,561,504,467,1946,1632,1206
ENSRNOG00000012036,107,121,91,304,371,337
ENSRNOG00000012037,15,10,13,64,43,49
ENSRNOG00000012038,0,0,0,0,0,0
ENSRNOG00000012040,11,11,10,98,92,95
ENSRNOG00000012045,0,0,0,0,0,0
ENSRNOG00000012046,294,286,279,602,503,379
ENSRNOG00000012049,25,24,12,49,58,48
ENSRNOG00000012051,20,7,3,93,50,53
ENSRNOG00000012052,0,0,0,0,0,0
ENSRNOG00000012053,253,244,206,645,612,512
ENSRNOG00000012054,477,501,428,1776,1610,1288
ENSRNOG00000012055,93,102,87,440,403,299
ENSRNOG00000012057,0,0,0,0,0,0
ENSRNOG00000012058,2,1,1,6,10,2
ENSRNOG00000012060,81,55,68,318,235,156
ENSRNOG00000012061,17,16,23,280,99,83
ENSRNOG00000012062,736,637,635,2964,2653,1720
ENSRNOG00000012067,45,1143,589,138,7920,1942
ENSRNOG00000012068,72,41,32,6,22,12
ENSRNOG00000012071,0,0,0,0,0,0
ENSRNOG00000012073,1508,1846,1443,6997,7068,5499
ENSRNOG00000012074,317,306,263,1203,1014,830
ENSRNOG00000012079,0,0,0,0,0,0
ENSRNOG00000012081,579,528,506,2728,1581,1289
ENSRNOG00000012083,11,6,9,41,30,22
ENSRNOG00000012084,582,667,438,1985,1581,1333
ENSRNOG00000012085,239.96,263.97,204.94,746.84,761.8,510.96
ENSRNOG00000012086,0.66,1.56,0,7.84,4.62,4.63
ENSRNOG00000012087,373,345,379,980,894,679
ENSRNOG00000012088,0,0,0,2,0,0
ENSRNOG00000012089,105,87,96,229,260,154
ENSRNOG00000012090,0,0,0,1,0,0
ENSRNOG00000012091,377,406,331,1341,1232,979
ENSRNOG00000012092,0,0,0,0,0,0
ENSRNOG00000012094,35,57,33,165,107,60
ENSRNOG00000012095,3,5,5,52,37,22
ENSRNOG00000012098,98,94,74,254,280,127
ENSRNOG00000012099,268,256,275,1046,1041,942
ENSRNOG00000012100,154,128,179,293,327,252
ENSRNOG00000012103,0,0,0,0,0,0
ENSRNOG00000012106,89,84,62,329,423,225
ENSRNOG00000012108,20,31,15,67,58,60
ENSRNOG00000012109,7,11,8,86,52,41
ENSRNOG00000012110,1,1,1,7,3,4
ENSRNOG00000012111,23,25,16,91,69,44
ENSRNOG00000012115,0,0,0,0,0,0
ENSRNOG00000012119,27.49,14,8.97,110.05,74.17,111.8
ENSRNOG00000012121,514.26,530.81,401.41,1428.73,1545.02,924.72
ENSRNOG00000012122,1,0,0,0,0,0
ENSRNOG00000012123,891,1032,871,1612,1635,1226
